Grid_number,Grid_coordinates,Three_ways,Four_ways,Road_length,Walkability_ratio
595,"[19.14, 72.92]",80,7,13323.3493,0.4446
596,"[19.15, 72.92]",34,3,9806.0637,0.3941
597,"[19.16, 72.92]",30,3,9440.7203,0.5924
598,"[19.17, 72.92]",0,0,0.0,0.2403
599,"[19.18, 72.92]",0,0,487.8041,0.4555
600,"[19.19, 72.92]",0,0,0.0,0.1138
601,"[19.2, 72.92]",0,0,0.0,0.1045
602,"[19.21, 72.92]",0,0,0.0,0.3653
603,"[19.22, 72.92]",0,0,0.0,0.1661
604,"[19.23, 72.92]",0,0,0.0,0.075
605,"[19.24, 72.92]",0,0,0.0,0.2412
606,"[19.25, 72.92]",0,0,0.0,0.1526
607,"[19.26, 72.92]",0,0,0.0,0.0
608,"[18.89, 72.93]",37,1,6398.9216,0.3615
609,"[18.9, 72.93]",5,1,1530.2939,0.216
610,"[18.91, 72.93]",0,0,0.0,0.2064
611,"[18.92, 72.93]",0,0,0.0,0.1131
612,"[18.93, 72.93]",0,0,0.0,0.0966
613,"[18.94, 72.93]",0,0,0.0,0.1609
614,"[18.95, 72.93]",1,0,1789.0752,0.607
615,"[18.96, 72.93]",5,0,1540.2137,0.3464
616,"[18.97, 72.93]",0,0,310.0145,0.4353
617,"[18.98, 72.93]",0,0,0.0,0.1091
618,"[18.99, 72.93]",0,0,0.0,0.2053
619,"[19.0, 72.93]",0,0,0.0,0.0731
620,"[19.01, 72.93]",0,0,0.0,0.2632
621,"[19.02, 72.93]",0,0,1231.1415,0.5268
622,"[19.03, 72.93]",20,4,4824.6107,0.4033
623,"[19.04, 72.93]",35,5,12888.8358,0.4123
624,"[19.05, 72.93]",59,13,16519.6722,0.4753
625,"[19.06, 72.93]",8,1,4566.9429,0.4426
626,"[19.07, 72.93]",0,0,213.2708,0.1589
627,"[19.08, 72.93]",0,0,0.0,0.2447
628,"[19.09, 72.93]",0,1,2101.9403,0.5188
629,"[19.1, 72.93]",22,5,9819.654,0.5092
630,"[19.11, 72.93]",105,14,22812.3056,0.4675
631,"[19.12, 72.93]",56,11,14666.0637,0.4414
632,"[19.13, 72.93]",86,18,13592.3316,0.4614
633,"[19.14, 72.93]",59,11,15138.1167,0.4971
634,"[19.15, 72.93]",46,11,13262.9956,0.5078
635,"[19.16, 72.93]",126,18,19983.9619,0.5435
636,"[19.17, 72.93]",45,7,11115.6074,0.5766
637,"[19.18, 72.93]",11,0,2225.6941,0.2329
638,"[19.19, 72.93]",0,0,0.0,0.3504
639,"[19.2, 72.93]",0,0,67.8339,0.2505
640,"[19.21, 72.93]",1,0,331.8674,0.4463
641,"[19.22, 72.93]",0,0,0.0,0.1086
642,"[19.23, 72.93]",0,0,161.591,0.395
643,"[19.24, 72.93]",0,0,357.2241,0.582
644,"[19.25, 72.93]",0,0,0.0,0.1339
645,"[19.26, 72.93]",0,0,0.0,0.205
646,"[18.89, 72.94]",0,2,3616.8197,0.3618
647,"[18.9, 72.94]",5,0,3326.3461,0.5218
648,"[18.91, 72.94]",0,0,0.0,0.4103
649,"[18.92, 72.94]",0,0,0.0,0.2486
650,"[18.93, 72.94]",5,0,2773.1073,0.4669
651,"[18.94, 72.94]",7,3,4826.8608,0.5403
652,"[18.95, 72.94]",2,0,1411.1081,0.5006
653,"[18.96, 72.94]",0,0,0.0,0.0533
654,"[18.97, 72.94]",0,0,0.0,0.1444
655,"[18.98, 72.94]",0,0,0.0,0.0819
656,"[18.99, 72.94]",0,0,0.0,0.0
657,"[19.0, 72.94]",0,0,0.0,0.0
658,"[19.01, 72.94]",0,0,0.0,0.0759
659,"[19.02, 72.94]",0,0,299.4102,0.3202
660,"[19.03, 72.94]",23,3,7188.4326,0.5194
661,"[19.04, 72.94]",20,2,7748.2897,0.345
662,"[19.05, 72.94]",3,0,4011.2402,0.3461
663,"[19.06, 72.94]",0,0,0.0,0.1138
664,"[19.07, 72.94]",0,0,0.0,0.2201
665,"[19.08, 72.94]",0,0,0.0,0.1543
666,"[19.09, 72.94]",0,0,150.1915,0.461
667,"[19.1, 72.94]",0,0,710.4609,0.5219
668,"[19.11, 72.94]",5,1,2618.4764,0.2476
669,"[19.12, 72.94]",11,1,6320.629,0.4636
670,"[19.13, 72.94]",8,4,5530.8944,0.4202
671,"[19.14, 72.94]",16,2,6384.2568,0.4714
672,"[19.15, 72.94]",58,0,12696.0405,0.5712
673,"[19.16, 72.94]",48,9,13043.6744,0.5706
674,"[19.17, 72.94]",74,18,16813.479,0.5655
675,"[19.18, 72.94]",57,10,14392.1518,0.5257
676,"[19.19, 72.94]",57,7,12742.3056,0.4267
677,"[19.2, 72.94]",32,10,8627.4358,0.4885
678,"[19.21, 72.94]",8,1,2226.9701,0.2826
679,"[19.22, 72.94]",11,0,3030.3678,0.4997
680,"[19.23, 72.94]",20,0,6684.8042,0.5612
681,"[19.24, 72.94]",4,1,1911.6278,0.5162
682,"[19.25, 72.94]",0,0,0.0,0.1165
683,"[19.26, 72.94]",0,0,74.5138,0.2366
684,"[18.89, 72.95]",18,3,7313.5618,0.4654
685,"[18.9, 72.95]",4,0,3610.5112,0.384
686,"[18.91, 72.95]",0,0,0.0,0.0883
687,"[18.92, 72.95]",4,1,2038.7075,0.2541
688,"[18.93, 72.95]",7,0,5569.5662,0.3776
689,"[18.94, 72.95]",4,0,3026.9578,0.2555
690,"[18.95, 72.95]",3,0,1668.8825,0.3737
691,"[18.96, 72.95]",11,5,3427.0806,0.5048
692,"[18.97, 72.95]",27,1,3599.6594,0.5009
693,"[18.98, 72.95]",0,0,0.0,0.1802
694,"[18.99, 72.95]",0,0,0.0,0.0
695,"[19.0, 72.95]",0,0,0.0,0.0
696,"[19.01, 72.95]",0,0,0.0,0.1872
697,"[19.02, 72.95]",0,0,329.9389,0.5608
698,"[19.03, 72.95]",3,0,1221.5261,0.4408
699,"[19.04, 72.95]",0,0,169.6975,0.229
700,"[19.05, 72.95]",4,1,5243.8998,0.2812
701,"[19.06, 72.95]",0,0,0.0,0.3287
702,"[19.07, 72.95]",0,0,0.0,0.0
703,"[19.08, 72.95]",0,0,0.0,0.1445
704,"[19.09, 72.95]",0,0,0.0,0.0754
705,"[19.1, 72.95]",0,0,0.0,0.2961
706,"[19.11, 72.95]",0,0,0.0,0.3229
707,"[19.12, 72.95]",0,0,690.5891,0.4081
708,"[19.13, 72.95]",0,0,14.0911,0.1791
709,"[19.14, 72.95]",3,1,2441.0822,0.3309
710,"[19.15, 72.95]",15,8,10759.1169,0.4649
711,"[19.16, 72.95]",42,14,13205.3689,0.5054
712,"[19.17, 72.95]",73,32,17479.7238,0.5463
713,"[19.18, 72.95]",46,6,12617.721,0.5457
714,"[19.19, 72.95]",35,20,13957.9347,0.5754
715,"[19.2, 72.95]",80,29,19425.3342,0.6007
716,"[19.21, 72.95]",64,11,13891.5219,0.5083
717,"[19.22, 72.95]",12,2,5270.7322,0.3349
718,"[19.23, 72.95]",0,0,212.2471,0.2442
719,"[19.24, 72.95]",0,0,1207.5153,0.3885
720,"[19.25, 72.95]",4,2,2877.0767,0.4496
721,"[19.26, 72.95]",13,1,5795.9703,0.4992
722,"[18.89, 72.96]",8,2,5189.0049,0.566
723,"[18.9, 72.96]",9,0,4661.6529,0.55
724,"[18.91, 72.96]",3,0,972.1791,0.3036
725,"[18.92, 72.96]",18,0,9522.3854,0.2622
726,"[18.93, 72.96]",10,0,5941.063,0.3242
727,"[18.94, 72.96]",1,0,3646.6615,0.2175
728,"[18.95, 72.96]",1,0,1881.3972,0.303
729,"[18.96, 72.96]",9,1,2597.6556,0.5171
730,"[18.97, 72.96]",0,0,284.9837,0.3554
731,"[18.98, 72.96]",0,0,0.0,0.1829
732,"[18.99, 72.96]",0,0,0.0,0.0
733,"[19.0, 72.96]",0,0,0.0,0.0
734,"[19.01, 72.96]",0,0,0.0,0.1562
735,"[19.02, 72.96]",0,0,0.0,0.2259
736,"[19.03, 72.96]",0,0,0.0,0.0613
737,"[19.04, 72.96]",0,0,0.0,0.2373
738,"[19.05, 72.96]",0,0,388.883,0.2374
739,"[19.06, 72.96]",0,0,0.0,0.3319
740,"[19.07, 72.96]",0,0,0.0,0.1465
741,"[19.08, 72.96]",0,0,0.0,0.0
742,"[19.09, 72.96]",0,0,0.0,0.0
743,"[19.1, 72.96]",0,0,0.0,0.0
744,"[19.11, 72.96]",0,0,0.0,0.2564
745,"[19.12, 72.96]",0,0,0.0,0.2107
746,"[19.13, 72.96]",0,0,128.9775,0.4757
747,"[19.14, 72.96]",4,0,2506.7513,0.5197
748,"[19.15, 72.96]",2,0,2282.6839,0.4362
749,"[19.16, 72.96]",27,12,11491.7313,0.5821
750,"[19.17, 72.96]",67,18,17426.8368,0.4982
751,"[19.18, 72.96]",93,16,19766.2488,0.5223
752,"[19.19, 72.96]",72,25,20211.3633,0.5885
753,"[19.2, 72.96]",30,13,16822.0144,0.4973
754,"[19.21, 72.96]",40,14,13077.946,0.4039
755,"[19.22, 72.96]",74,11,14145.3867,0.5398
756,"[19.23, 72.96]",35,4,7487.3638,0.4352
757,"[19.24, 72.96]",12,0,2866.5367,0.2529
758,"[19.25, 72.96]",12,1,3613.7518,0.3797
759,"[19.26, 72.96]",55,24,16296.273,0.519
760,"[18.89, 72.97]",16,3,7650.0038,0.4415
761,"[18.9, 72.97]",17,4,7463.5078,0.528
762,"[18.91, 72.97]",20,2,10195.6063,0.3962
763,"[18.92, 72.97]",6,2,4110.6621,0.4276
764,"[18.93, 72.97]",0,0,0.0,0.1766
765,"[18.94, 72.97]",0,0,0.0,0.2758
766,"[18.95, 72.97]",0,0,0.0,0.2085
767,"[18.96, 72.97]",0,0,1099.7983,0.4481
768,"[18.97, 72.97]",0,0,0.0,0.063
769,"[18.98, 72.97]",0,0,0.0,0.4613
770,"[18.99, 72.97]",0,0,0.0,0.2255
771,"[19.0, 72.97]",0,0,0.0,0.0
772,"[19.01, 72.97]",0,0,0.0,0.0
773,"[19.02, 72.97]",0,0,0.0,0.0
774,"[19.03, 72.97]",0,0,0.0,0.0
775,"[19.04, 72.97]",0,0,0.0,0.1443
776,"[19.05, 72.97]",0,0,0.0,0.2067
777,"[19.06, 72.97]",0,0,610.3219,0.3414
778,"[19.07, 72.97]",0,0,0.0,0.2217
779,"[19.08, 72.97]",0,0,0.0,0.1869
780,"[19.09, 72.97]",0,0,0.0,0.0
781,"[19.1, 72.97]",0,0,0.0,0.1552
782,"[19.11, 72.97]",0,0,0.0,0.1834
783,"[19.12, 72.97]",0,0,0.0,0.1292
784,"[19.13, 72.97]",0,0,0.0,0.1452
785,"[19.14, 72.97]",0,0,0.0,0.1429
786,"[19.15, 72.97]",0,0,1548.7226,0.1955
787,"[19.16, 72.97]",3,0,2218.719,0.5504
788,"[19.17, 72.97]",25,0,6006.9554,0.3937
789,"[19.18, 72.97]",111,41,21132.9019,0.6132
790,"[19.19, 72.97]",123,24,22053.9414,0.6615
791,"[19.2, 72.97]",76,14,19854.4745,0.5816
792,"[19.21, 72.97]",70,13,21081.6537,0.5023
793,"[19.22, 72.97]",64,10,16928.3579,0.5185
794,"[19.23, 72.97]",72,17,18261.1464,0.5236
795,"[19.24, 72.97]",28,13,9793.6305,0.4845
796,"[19.25, 72.97]",44,8,14572.045,0.5345
797,"[19.26, 72.97]",34,6,8512.8075,0.4972
798,"[18.89, 72.98]",38,3,12864.4378,0.2574
799,"[18.9, 72.98]",29,5,11518.6164,0.468
800,"[18.91, 72.98]",20,3,7902.0153,0.4935
801,"[18.92, 72.98]",0,0,0.0,0.1831
802,"[18.93, 72.98]",0,0,0.0,0.1659
803,"[18.94, 72.98]",0,0,0.0,0.1783
804,"[18.95, 72.98]",0,0,168.039,0.4742
805,"[18.96, 72.98]",5,1,2988.9315,0.2902
806,"[18.97, 72.98]",0,0,0.0,0.1583
807,"[18.98, 72.98]",0,0,476.7152,0.6499
808,"[18.99, 72.98]",0,0,0.0,0.2131
809,"[19.0, 72.98]",0,0,0.0,0.0
810,"[19.01, 72.98]",0,0,0.0,0.0
811,"[19.02, 72.98]",0,0,0.0,0.0
812,"[19.03, 72.98]",0,0,0.0,0.0
813,"[19.04, 72.98]",0,0,0.0,0.0
814,"[19.05, 72.98]",0,0,0.0,0.2007
815,"[19.06, 72.98]",12,2,4968.8052,0.3741
816,"[19.07, 72.98]",28,28,7979.746,0.3533
817,"[19.08, 72.98]",0,0,0.0,0.183
818,"[19.09, 72.98]",0,0,0.0,0.0
819,"[19.1, 72.98]",0,0,0.0,0.2351
820,"[19.11, 72.98]",3,0,912.9663,0.531
821,"[19.12, 72.98]",3,1,1666.7263,0.4785
822,"[19.13, 72.98]",4,0,1653.2745,0.4839
823,"[19.14, 72.98]",41,10,9676.5023,0.4299
824,"[19.15, 72.98]",22,9,5216.8268,0.395
825,"[19.16, 72.98]",3,1,1976.3044,0.2203
826,"[19.17, 72.98]",2,0,2211.8018,0.1819
827,"[19.18, 72.98]",23,6,4251.3147,0.3094
828,"[19.19, 72.98]",64,11,12035.9294,0.5708
829,"[19.2, 72.98]",82,17,13566.829,0.5813
830,"[19.21, 72.98]",60,6,16584.6613,0.4166
831,"[19.22, 72.98]",48,4,12198.9331,0.5377
832,"[19.23, 72.98]",42,5,10540.0313,0.4522
833,"[19.24, 72.98]",37,5,8956.7481,0.3653
834,"[19.25, 72.98]",50,2,11215.5954,0.3994
835,"[19.26, 72.98]",7,1,3141.4272,0.3695
