District_name,%Increase C1 Grid Density,%Increase C2 Grid Density,%Increase C3 Grid Density,%Increase C4 Grid Density,%Increase C5 Grid Density
Bangalore,63.35948315643749,-27.404213893331473,1.5228426395939207,119.28934010152285,-8.629441624365478
Chennai,38.672438672438695,-17.516629711751666,-60.858585858585855,75.35353535353535,87.87878787878786
Delhi,12.126323565624235,-9.572931710336288,-31.84478371501272,4.660958668592264,2.5533035009212885
Gurgaon,13.580246913580238,-22.331154684095857,-0.6172839506172867,23.905723905723892,8.417508417508408
Hyderabad,210.8,3.600000000000004,-53.26315789473684,42.54736842105263,-40.800000000000004
Kolkata,33.59375000000001,-57.8125,-10.937499999999995,21.448863636363644,434.375
Mumbai,10.87175068217721,-78.04739336492891,-8.530805687203783,71.50473933649289,7.300401020780158
