District_name,%Urban_pixels_2016,%Periurban_pixels_2016,%Rural_pixels_2016,%Urban_pixels_2019,%Periurban_pixels_2019,%Rural_pixels_2019
Bangalore,0.9364129495271224,6.070215600547915,92.99337144992496,1.9583826226030245,9.220044467138912,88.82157291025806
Chennai,25.386196821619027,49.81017632510246,24.80362685327851,32.29977487578205,47.170850188047545,20.529374936170402
Delhi,15.89011535879995,19.49651539894657,64.61336924225348,17.5553113767572,20.00859388558632,62.436094737656475
Gurgaon,2.0751745639880186,5.62192783300637,92.3028976030056,2.7143444941624235,7.1564499893461475,90.12920551649142
Hyderabad,38.5863991719493,35.83370299882184,25.579897829228855,46.71808594364867,32.572537908599614,20.70937614775172
Kolkata,22.63318112633181,47.648849494135554,29.717969379532633,33.16590563165905,47.364132867758975,19.469961500581967
Mumbai,14.338903952764975,32.42121515007763,53.23988089715739,18.77480215169333,31.616518254908794,49.60867959339788
