District_name,%Increase C1 Grid Density,%Increase C2 Grid Density,%Increase C3 Grid Density,%Increase C4 Grid Density,%Increase C5 Grid Density
Bangalore,12.854864433811805,6.3226247436773715,-12.440191387559803,-22.169059011164276,45.93301435406698
Chennai,-68.84057971014492,8.380592312539397,-40.173913043478265,124.34782608695652,35.02415458937199
Delhi,-25.73077932301233,27.36227136227135,17.237237237237238,-24.246708246708256,-13.92318634423897
Gurgaon,-13.568521031207602,1.1432200698634294,69.77611940298509,35.82089552238805,-32.08955223880597
Hyderabad,72.09302325581395,8.354866494401382,-21.276595744680858,9.783480352846837,59.80066445182726
Kolkata,-23.188405797101446,-5.462653288740245,10.950080515297914,5.615942028985502,53.623188405797094
Mumbai,-38.7641196013289,42.17870257037944,-33.02325581395348,-10.697674418604647,-5.44459644322846
