District_name,%C1 Grids 2016,%C2 Grids 2016,%C3 Grids 2016,%C4 Grids 2016,%C5 Grids 2016,%C1 Grids 2019,%C2 Grids 2019,%C3 Grids 2019,%C4 Grids 2019,%C5 Grids 2019
Bangalore,5.2264808362369335,19.51219512195122,16.02787456445993,1.0452961672473868,0.6968641114982579,6.029106029106029,21.205821205821206,14.345114345114347,0.8316008316008316,1.0395010395010396
Chennai,3.582089552238806,20.597014925373134,7.462686567164178,1.4925373134328357,5.3731343283582085,1.0256410256410255,20.51282051282051,4.102564102564102,3.076923076923077,6.666666666666667
Delhi,7.640949554896142,12.240356083086052,4.451038575667656,4.821958456973293,7.047477744807122,5.8232931726907635,15.997322623828648,5.35475234270415,3.748326639892905,6.2248995983935735
Gurgaon,10.526315789473683,22.48803827751196,2.8708133971291865,2.3923444976076556,5.263157894736842,9.090909090909092,22.727272727272727,4.870129870129871,3.2467532467532463,3.571428571428571
Hyderabad,0.2881844380403458,7.780979827089338,13.544668587896252,8.357348703170029,2.0172910662824206,0.48543689320388345,8.25242718446602,10.436893203883495,8.980582524271846,3.1553398058252426
Kolkata,5.263157894736842,19.548872180451127,6.7669172932330826,6.015037593984962,2.2556390977443606,3.804347826086957,17.391304347826086,7.065217391304348,5.978260869565218,3.260869565217391
Mumbai,16.203703703703702,17.59259259259259,1.8518518518518516,0.9259259259259258,7.87037037037037,9.523809523809524,24.00793650793651,1.1904761904761905,0.7936507936507936,7.142857142857142
