District_name,%Urban_pixels_2016,%Periurban_pixels_2016,%Rural_pixels_2016,%Urban_pixels_2019,%Periurban_pixels_2019,%Rural_pixels_2019
Bangalore,0.9694025218118562,6.191233739662947,92.8393637385252,2.2776148777717675,9.73031344001565,87.99207168221258
Chennai,27.123693990915104,50.63829598284261,22.238010026242293,39.06859850183607,44.21226505157432,16.719136446589612
Delhi,15.521410373951069,19.8875355567659,64.59105406928303,18.660389370761546,20.912971254556652,60.4266393746818
Gurgaon,1.9878079317626214,5.677325899971653,92.33486616826573,3.528683563972849,8.40508229370554,88.0662341423216
Hyderabad,37.78505979041159,36.59640637446399,25.618533835124424,50.55211329412494,31.910955931103892,17.536930774771164
Kolkata,20.073953371772372,47.680227769222505,32.24581885900512,37.03398631952154,46.830569781183975,16.135443899294486
Mumbai,13.709430375426024,32.73140068373854,53.559168940835434,20.55066684638289,31.179772822355766,48.269560331261346
