District_name,%Increase C1 Grid Density,%Increase C2 Grid Density,%Increase C3 Grid Density,%Increase C4 Grid Density,%Increase C5 Grid Density
Bangalore,77.98657718120805,-3.9832650570905646,-8.724832214765103,-17.852348993288594,0.0
Chennai,11.599999999999994,-14.971428571428582,27.10000000000001,38.88000000000001,-11.822222222222226
Delhi,-3.678308962800214,7.650761421319791,4.136978220711287,-2.4378840502270958,-7.516527988556869
Gurgaon,9.999999999999996,-1.2820512820512806,2.747252747252759,-15.384615384615383,-8.333333333333341
Hyderabad,0.0,-25.818181818181817,53.201581027667984,-14.999999999999995,29.818181818181806
Kolkata,-0.3389830508474534,7.274011299435039,-16.949152542372886,-6.567796610169478,24.576271186440696
Mumbai,-1.4455782312925076,13.945578231292519,-13.598047914818098,21.173469387755105,-7.275953859804793
