District_name,%C1 Grids 2016,%C2 Grids 2016,%C3 Grids 2016,%C4 Grids 2016,%C5 Grids 2016,%C1 Grids 2019,%C2 Grids 2019,%C3 Grids 2019,%C4 Grids 2019,%C5 Grids 2019
Bangalore,2.232142857142857,34.375,6.696428571428571,2.232142857142857,0.0,4.024767801857585,33.43653250773993,6.191950464396285,1.8575851393188854,0.6191950464396285
Chennai,2.5889967637540456,22.653721682847898,10.355987055016183,1.6181229773462782,2.912621359223301,2.8125,18.75,12.812499999999998,2.1875,2.5
Delhi,8.933333333333334,8.333333333333332,7.2666666666666675,5.066666666666666,6.466666666666667,8.698334361505243,9.06847624922887,7.649599012954966,4.996915484268969,6.0456508328192475
Gurgaon,8.403361344537815,20.168067226890756,5.88235294117647,2.100840336134454,5.042016806722689,9.48905109489051,20.437956204379564,6.204379562043796,1.824817518248175,4.744525547445255
Hyderabad,0.0,14.754098360655737,7.540983606557377,7.868852459016394,3.278688524590164,0.0,10.465116279069768,11.046511627906977,6.395348837209303,4.069767441860465
Kolkata,4.0,19.2,8.0,6.4,1.6,4.026845637583892,20.80536912751678,6.7114093959731544,6.0402684563758395,2.013422818791946
Mumbai,13.544018058690746,12.866817155756207,10.383747178329571,0.9029345372460496,5.191873589164786,13.616071428571427,14.955357142857142,9.151785714285714,1.1160714285714286,4.910714285714286
